s;i(l_motor);v(s1);v(s2);v(s3);v(s4);v(sop1);v(sop2);v(sop3);v(sop4);time;v(vbrake);v(vdirection);v(venable)
1,61408092935744E-6;7,4415639123894E-15;0,00353971752338111;0,00353971752338111;0,00353971752338111;0,00353971752338111;0,979319155216217;-0,553458571434021;0,979319155216217;-0,553458571434021;1,61408092935744E-6;0;0;5
1,61424088673812E-6;7,44181463414179E-15;0,00366534921340644;0,00366534921340644;0,00366534921340644;0,00366534921340644;0,978908538818359;-0,553612291812897;0,978908538818359;-0,553612291812897;1,61424088673812E-6;0;0;5
1,61456068781263E-6;7,44181463414179E-15;0,00391637161374092;0,00391637161374092;0,00391637161374092;0,00391637161374092;0,978090107440948;-0,553918898105621;0,978090107440948;-0,553918898105621;1,61456068781263E-6;0;0;5
1,61500099693512E-6;7,44148937349004E-15;0,00426139449700713;0,00426139449700713;0,00426139449700713;0,00426139449700713;0,976969659328461;-0,554339349269867;0,976969659328461;-0,554339349269867;1,61500099693512E-6;0;0;5
1,61506500262476E-6;7,44244143852275E-15;0,00431146565824747;0,00431146565824747;0,00431146565824747;0,00431146565824747;0,976807534694672;-0,554400265216827;0,976807534694672;-0,554400265216827;1,61506500262476E-6;0;0;5
1,6151929003172E-6;7,44355613388134E-15;0,00441158236935735;0,00441158236935735;0,00441158236935735;0,00441158236935735;0,976483583450317;-0,554521977901459;0,976483583450317;-0,554521977901459;1,6151929003172E-6;0;0;5
1,61544880938891E-6;7,44320376817528E-15;0,00461166212335229;0,00461166212335229;0,00461166212335229;0,00461166212335229;0,975837528705597;-0,554764986038208;0,975837528705597;-0,554764986038208;1,61544880938891E-6;0;0;5
1,61596051384549E-6;7,44573131448989E-15;0,00501120835542679;0,00501120835542679;0,00501120835542679;0,00501120835542679;0,974552452564239;-0,555249035358429;0,974552452564239;-0,555249035358429;1,61596051384549E-6;0;0;5
1,6169840364455E-6;7,44524342351227E-15;0,00580785097554326;0,00580785097554326;0,00580785097554326;0,00580785097554326;0,972010672092438;-0,55620950460434;0,972010672092438;-0,55620950460434;1,6169840364455E-6;0;0;5
1,61800096520892E-6;7,4363800707522E-15;0,00659621274098754;0,00659621274098754;0,00659621274098754;0,00659621274098754;0,969522058963776;-0,55715411901474;0,969522058963776;-0,55715411901474;1,61800096520892E-6;0;0;5
1,61810896770476E-6;7,43635974196147E-15;0,00667972350493073;0,00667972350493073;0,00667972350493073;0,00667972350493073;0,969260156154633;-0,557253837585449;0,969260156154633;-0,557253837585449;1,61810896770476E-6;0;0;5
1,61832497269643E-6;7,43633941317073E-15;0,00684667332097888;0,00684667332097888;0,00684667332097888;0,00684667332097888;0,968737125396729;-0,557452976703644;0,968737125396729;-0,557452976703644;1,61832497269643E-6;0;0;5
1,61875698267977E-6;7,43624454548064E-15;0,00718014081940055;0,00718014081940055;0,00718014081940055;0,00718014081940055;0,967695951461792;-0,557850062847137;0,967695951461792;-0,557850062847137;1,61875698267977E-6;0;0;5
1,61908099016728E-6;7,43608869141835E-15;0,00742986332625151;0,00742986332625151;0,00742986332625151;0,00742986332625151;0,966919302940369;-0,558146715164185;0,966919302940369;-0,558146715164185;1,61908099016728E-6;0;0;5
1,61916739216394E-6;7,43876531553167E-15;0,00749638956040144;0,00749638956040144;0,00749638956040144;0,00749638956040144;0,966713011264801;-0,558225631713867;0,966713011264801;-0,558225631713867;1,61916739216394E-6;0;0;5
1,61934019615728E-6;7,44119799415618E-15;0,00762939685955644;0,00762939685955644;0,00762939685955644;0,00762939685955644;0,966300785541534;-0,558383345603943;0,966300785541534;-0,558383345603943;1,61934019615728E-6;0;0;5
1,61968569045712E-6;7,44131319063701E-15;0,00789513532072306;0,00789513532072306;0,00789513532072306;0,00789513532072306;0,965479493141174;-0,558697938919067;0,965479493141174;-0,558697938919067;1,61968569045712E-6;0;0;5
1,62037690643046E-6;7,44383396068804E-15;0,00842551048845053;0,00842551048845053;0,00842551048845053;0,00842551048845053;0,963849127292633;-0,559324026107788;0,963849127292633;-0,559324026107788;1,62037690643046E-6;0;0;5
1,62175922469032E-6;7,45475729757583E-15;0,00948187429457903;0,00948187429457903;0,00948187429457903;0,00948187429457903;0,960636973381042;-0,560563743114471;0,960636973381042;-0,560563743114471;1,62175922469032E-6;0;0;5
1,62200194608886E-6;7,45308356047206E-15;0,00966676697134972;0,00966676697134972;0,00966676697134972;0,00966676697134972;0,960079491138458;-0,560779750347137;0,960079491138458;-0,560779750347137;1,62200194608886E-6;0;0;5
1,62210187681922E-6;7,45367648353513E-15;0,00974279269576073;0,00974279269576073;0,00974279269576073;0,00974279269576073;0,9598508477211;-0,560868442058563;0,9598508477211;-0,560868442058563;1,62210187681922E-6;0;0;5
1,62230173827993E-6;7,45420503209422E-15;0,00989478453993797;0,00989478453993797;0,00989478453993797;0,00989478453993797;0,959394156932831;-0,561045706272125;0,959394156932831;-0,561045706272125;1,62230173827993E-6;0;0;5
1,62270134751452E-6;7,45342237365096E-15;0,0101984031498432;0,0101984031498432;0,0101984031498432;0,0101984031498432;0,958484709262848;-0,561399221420288;0,958484709262848;-0,561399221420288;1,62270134751452E-6;0;0;5
1,62300102601876E-6;7,45531295118923E-15;0,0104257985949516;0,0104257985949516;0,0104257985949516;0,0104257985949516;0,95780611038208;-0,561663448810577;0,95780611038208;-0,561663448810577;1,62300102601876E-6;0;0;5
1,62308094786567E-6;7,45465904175395E-15;0,0104863820597529;0,0104863820597529;0,0104863820597529;0,0104863820597529;0,95762574672699;-0,561733782291412;0,95762574672699;-0,561733782291412;1,62308094786567E-6;0;0;5
1,62324079155951E-6;7,45126752183314E-15;0,0106075089424849;0,0106075089424849;0,0106075089424849;0,0106075089424849;0,957265436649322;-0,561874330043793;0,957265436649322;-0,561874330043793;1,62324079155951E-6;0;0;5
1,62356047894718E-6;7,44068299812425E-15;0,0108495317399502;0,0108495317399502;0,0108495317399502;0,0108495317399502;0,956547319889069;-0,562154769897461;0,956547319889069;-0,562154769897461;1,62356047894718E-6;0;0;5
1,62400101544335E-6;7,42907525861508E-15;0,0111825643107295;0,0111825643107295;0,0111825643107295;0,0111825643107295;0,955563068389893;-0,562539875507355;0,955563068389893;-0,562539875507355;1,62400101544335E-6;0;0;5
1,62406490744615E-6;7,4294716700344E-15;0,0112308403477073;0,0112308403477073;0,0112308403477073;0,0112308403477073;0,955420792102814;-0,56259560585022;0,955420792102814;-0,56259560585022;1,62406490744615E-6;0;0;5
1,62419280513859E-6;7,43127754427794E-15;0,0113273672759533;0,0113273672759533;0,0113273672759533;0,0113273672759533;0,955136597156525;-0,56270706653595;0,955136597156525;-0,56270706653595;1,62419280513859E-6;0;0;5
1,62444860052346E-6;7,43550593275064E-15;0,0115202739834785;0,0115202739834785;0,0115202739834785;0,0115202739834785;0,954569697380066;-0,562929511070251;0,954569697380066;-0,562929511070251;1,62444860052346E-6;0;0;5
1,62496007760637E-6;7,43799282148377E-15;0,0119054960086942;0,0119054960086942;0,0119054960086942;0,0119054960086942;0,953442215919495;-0,563372850418091;0,953442215919495;-0,563372850418091;1,62496007760637E-6;0;0;5
1,62598303177219E-6;7,44478263758897E-15;0,0126735791563988;0,0126735791563988;0,0126735791563988;0,0126735791563988;0,951212108135223;-0,564253449440002;0,951212108135223;-0,564253449440002;1,62598303177219E-6;0;0;5
1,62600099429255E-6;7,44498592549631E-15;0,0126870544627309;0,0126870544627309;0,0126870544627309;0,0126870544627309;0,95117324590683;-0,564268887042999;0,95117324590683;-0,564268887042999;1,62600099429255E-6;0;0;5
1,62603691933327E-6;7,44457765561573E-15;0,0127139994874597;0,0127139994874597;0,0127530517056584;0,0127139994874597;0,951095461845398;-0,564299643039703;0,951095461845398;-0,564299643039703;1,62603691933327E-6;0;0;5
1,62610888310155E-6;7,44358323893565E-15;0,012767881155014;0,012767881155014;0,0128850443288684;0,012767881155014;0,950940012931824;-0,564361274242401;0,950940012931824;-0,564361274242401;1,62610888310155E-6;0;0;5
1,62622484367603E-6;7,44278025170166E-15;0,0128547064960003;0,0128547064960003;0,0130978096276522;0,0128547064960003;0,950689792633057;-0,564460456371307;0,950689792633057;-0,564460456371307;1,62622484367603E-6;0;0;5
1,62645676482498E-6;7,44222798622005E-15;0,0130282370373607;0,0130282370373607;0,0135233122855425;0,0130282370373607;0,950190544128418;-0,564658522605896;0,950190544128418;-0,564658522605896;1,62645676482498E-6;0;0;5
1,62692060712288E-6;7,4387246579502E-15;0,0133748166263103;0,0133748166263103;0,0143741965293884;0,0133748166263103;0,949197053909302;-0,565053462982178;0,949197053909302;-0,565053462982178;1,62692060712288E-6;0;0;5
1,62700200689869E-6;7,43818594499575E-15;0,0134355435147882;0,0134355444461107;0,0145234363153577;0,0134355444461107;0,949023485183716;-0,565122604370117;0,949023485183716;-0,565122604370117;1,62700200689869E-6;0;0;5
1,62709477535827E-6;7,43808430104208E-15;0,0135047473013401;0,0135047473013401;0,0146935852244496;0,0135047473013401;0,948826014995575;-0,565201282501221;0,948826014995575;-0,565201282501221;1,62709477535827E-6;0;0;5
1,62728031227743E-6;7,43956830276567E-15;0,0136431017890573;0,0136431017890573;0,0150338709354401;0,0136431017890573;0,948431491851807;-0,565358579158783;0,948431491851807;-0,565358579158783;1,62728031227743E-6;0;0;5
1,62765138611576E-6;7,44114378404756E-15;0,0139195043593645;0,0139195043593645;0,015714367851615;0,0139195043593645;0,947645664215088;-0,565672397613525;0,947645664215088;-0,565672397613525;1,62765138611576E-6;0;0;5
1,62839353379241E-6;7,42969867486426E-15;0,014471079222858;0,014471079222858;0,0170750543475151;0,014471079222858;0,946086645126343;-0,566296935081482;0,946086645126343;-0,566296935081482;1,62839353379241E-6;0;0;5
1,62900096256635E-6;7,42224478492842E-15;0,0149213299155235;0,0149213299155235;0,0181884858757257;0,0149213299155235;0,944823026657105;-0,566805124282837;0,944823026657105;-0,566805124282837;1,62900096256635E-6;0;0;5
1,62914943757642E-6;7,42221090361053E-15;0,0150311486795545;0,0150311486795545;0,018460500985384;0,0150311486795545;0,94451630115509;-0,566928863525391;0,94451630115509;-0,566928863525391;1,62914943757642E-6;0;0;5
1,62944627390971E-6;7,42214991723833E-15;0,0152506558224559;0,0152506558224559;0,0190044976770878;0,0152506558224559;0,943904161453247;-0,567175924777985;0,943904161453247;-0,567175924777985;1,62944627390971E-6;0;0;5
1,63004006026313E-6;7,4218517616409E-15;0,0156888887286186;0,0156888887286186;0,0200922973453999;0,0156888887286186;0,942687749862671;-0,567668199539185;0,942687749862671;-0,567668199539185;1,63004006026313E-6;0;0;5
1,63100105510239E-6;7,42111992517447E-15;0,0163959935307503;0,0163959935307503;0,0218524225056171;0,0163959935307503;0,940741002559662;-0,568459808826447;0,940741002559662;-0,568459808826447;1,63100105510239E-6;0;0;5
1,63111974416097E-6;7,4210182812208E-15;0,0164831597357988;0,0164831597357988;0,0220698621124029;0,0164831597357988;0,940502524375916;-0,56855708360672;0,940502524375916;-0,56855708360672;1,63111974416097E-6;0;0;5
1,63135723596497E-6;7,42079466452272E-15;0,0166574064642191;0,0166574064642191;0,0225047208368778;0,0166574064642191;0,940026462078094;-0,568751573562622;0,940026462078094;-0,568751573562622;1,63135723596497E-6;0;0;5
1,63183221957297E-6;7,42033387859942E-15;0,0170054044574499;0,0170054044574499;0,0233743153512478;0,0170054044574499;0,939079165458679;-0,569139301776886;0,939079165458679;-0,569139301776886;1,63183221957297E-6;0;0;5
1,63200104452699E-6;7,42018818893249E-15;0,0171289090067148;0,0171289090067148;0,0236832890659571;0,0171289090067148;0,938744127750397;-0,569276690483093;0,938744127750397;-0,569276690483093;1,63200104452699E-6;0;0;5
1,63209597303648E-6;7,42311214666641E-15;0,0171983689069748;0,017303042113781;0,0238571744412184;0,0171983689069748;0,93855607509613;-0,569353938102722;0,93855607509613;-0,569353938102722;1,63209597303648E-6;0;0;5
1,63228594374232E-6;7,42550755584125E-15;0,0173372365534306;0,0176512952893972;0,0242049284279346;0,0173372365534306;0,938180446624756;-0,569508254528046;0,938180446624756;-0,569508254528046;1,63228594374232E-6;0;0;5
1,63263405283942E-6;7,42506371057688E-15;0,0175913795828819;0,0182892568409443;0,0248419735580683;0,0175913795828819;0,937494933605194;-0,569790422916412;0,937494933605194;-0,569790422916412;1,63263405283942E-6;0;0;5
1,63333027103363E-6;7,42751671799213E-15;0,0180986057966948;0,0195649098604918;0,0261157974600792;0,0180986057966948;0,936134338378906;-0,570352256298065;0,936134338378906;-0,570352256298065;1,63333027103363E-6;0;0;5
1,6347225937352E-6;7,42719145734039E-15;0,0191088300198317;0,0221151486039162;0,0286623779684305;0,0191088300198317;0,933454096317291;-0,571466565132141;0,933454096317291;-0,571466565132141;1,6347225937352E-6;0;0;5
1,63700099164998E-6;7,4256464692446E-15;0,0207499153912067;0,0262853857129812;0,0328266322612762;0,0207499153912067;0,929183423519134;-0,573263883590698;0,929183423519134;-0,573263883590698;1,63700099164998E-6;0;0;5
1,63727941071556E-6;7,42110637264731E-15;0,0209493450820446;0,0267947688698769;0,0333352833986282;0,0209493469446898;0,92867237329483;-0,57348108291626;0,92867237329483;-0,57348108291626;1,63727941071556E-6;0;0;5
1,63783636253356E-6;7,42393885082293E-15;0,0213477648794651;0,0278134196996689;0,0343524739146233;0,0213477648794651;0,927654147148132;-0,573914647102356;0,927654147148132;-0,573914647102356;1,63783636253356E-6;0;0;5
1,63895026616956E-6;7,44117766536545E-15;0,0221419464796782;0,0298500396311283;0,0363861732184887;0,0221419464796782;0,925642311573029;-0,574776232242584;0,925642311573029;-0,574776232242584;1,63895026616956E-6;0;0;5
1,64117795975471E-6;7,44359001519923E-15;0,0237197354435921;0,0339205525815487;0,0404508486390114;0,0237197354435921;0,921715319156647;-0,576478242874146;0,921715319156647;-0,576478242874146;1,64117795975471E-6;0;0;5
1,64563334692502E-6;7,47904342623951E-15;0,0268334969878197;0,0420506708323956;0,0485693067312241;0,0268334969878197;0,914233207702637;-0,579801976680756;0,914233207702637;-0,579801976680756;1,64563334692502E-6;0;0;5
1,65454423495248E-6;7,70152171203353E-15;0,0328974090516567;0,0582673959434032;0,0647627711296082;0,0328974090516567;0,900645971298218;-0,58616304397583;0,900645971298218;-0,58616304397583;1,65454423495248E-6;0;0;5
1,66567019732611E-6;7,89017289004601E-15;0,0401717983186245;0,0784340724349022;0,0849005207419395;0,0401717983186245;0,88599818944931;-0,593643963336945;0,88599818944931;-0,593643963336945;1,66567019732611E-6;0;0;5
1,68018925705837E-6;8,02006031030977E-15;0,0491914674639702;0,104616284370422;0,111045181751251;0,0491914674639702;0,870172560214996;-0,602791249752045;0,870172560214996;-0,602791249752045;1,68018925705837E-6;0;0;5
1,69860140886158E-6;8,1974357857284E-15;0,0599027387797832;0,13760007917881;0,14398168027401;0,0599027387797832;0,854471623897553;-0,613627791404724;0,854471623897553;-0,613627791404724;1,69860140886158E-6;0;0;5
1,72723230207339E-6;8,22866080829598E-15;0,0750762298703194;0,188409030437469;0,194717764854431;0,0750762298703194;0,837260127067566;-0,629315793514252;0,837260127067566;-0,629315793514252;1,72723230207339E-6;0;0;5
1,75514060174464E-6;8,46892000971877E-15;0,0882822796702385;0,23737721145153;0,243615716695786;0,0882822796702385;0,826633930206299;-0,643696129322052;0,826633930206299;-0,643696129322052;1,75514060174464E-6;0;0;5
1,78303525899537E-6;8,73866951023317E-15;0,100086234509945;0,285776883363724;0,291945964097977;0,100086234509945;0,820004999637604;-0,657537639141083;0,820004999637604;-0,657537639141083;1,78303525899537E-6;0;0;5
1,80876349986647E-6;8,77639974583566E-15;0,109862618148327;0,329939723014832;0,336045503616333;0,109862618148327;0,816241681575775;-0,670025944709778;0,816241681575775;-0,670025944709778;1,80876349986647E-6;0;0;5
1,83521171948087E-6;8,78724176756052E-15;0,118916310369968;0,374866127967834;0,380907475948334;0,118916310369968;0,813889265060425;-0,682710766792297;0,813889265060425;-0,682710766792297;1,83521171948087E-6;0;0;5
1,86070712970832E-6;8,57777390783632E-15;0,126780912280083;0,417725026607513;0,423704892396927;0,126780912280083;0,812584161758423;-0,694864809513092;0,812584161758423;-0,694864809513092;1,86070712970832E-6;0;0;5
1,88593821803806E-6;8,3548619411733E-15;0,133812099695206;0,459710419178009;0,465630054473877;0,133812099695206;0,811910390853882;-0,706868469715118;0,811910390853882;-0,706868469715118;1,88593821803806E-6;0;0;5
1,90987907444651E-6;8,33881574902051E-15;0,139857470989227;0,499157875776291;0,505020976066589;0,139857470989227;0,811686038970947;-0,718262016773224;0,811686038970947;-0,718262016773224;1,90987907444651E-6;0;0;5
1,93268374459876E-6;7,95153873300869E-15;0,14510090649128;0,536382496356964;0,542192220687866;0,14510090649128;0,811788380146027;-0,72913271188736;0,811788380146027;-0,72913271188736;1,93268374459876E-6;0;0;5
1,95137909031473E-6;7,62324231518008E-15;0,149055436253548;0,566646099090576;0,572412431240082;0,149055436253548;0,812102973461151;-0,738063097000122;0,812102973461151;-0,738063097000122;1,95137909031473E-6;0;0;5
1,96723794942955E-6;7,74033614980851E-15;0,152185276150703;0,592141032218933;0,597870707511902;0,152185276150703;0,812548637390137;-0,745653927326202;0,812548637390137;-0,745653927326202;1,96723794942955E-6;0;0;5
1,98379802895943E-6;7,87477721919672E-15;0,155248329043388;0,618590712547302;0,624282479286194;0,155248329043388;0,813215613365173;-0,753596305847168;0,813215613365173;-0,753596305847168;1,98379802895943E-6;0;0;5
2,0005841179227E-6;7,72906044721466E-15;0,158152773976326;0,64522248506546;0,650876045227051;0,158152773976326;0,814137578010559;-0,761663913726807;0,814137578010559;-0,761663913726807;2,0005841179227E-6;0;0;5
2,02449746211641E-6;7,30145111038638E-15;0,161968946456909;0,682854056358337;0,688453674316406;0,161968946456909;0,815963864326477;-0,773185968399048;0,815963864326477;-0,773185968399048;2,02449746211641E-6;0;0;5
2,05584501600242E-6;6,46097758627562E-15;0,166451066732407;0,731640756130218;0,737170457839966;0,166451066732407;0,819457173347473;-0,788338899612427;0,819457173347473;-0,788338899612427;2,05584501600242E-6;0;0;5
2,10221878660377E-6;4,82773543364345E-15;0,172138303518295;0,802699029445648;0,80812680721283;0,172138303518295;0,827328443527222;-0,810846447944641;0,827328443527222;-0,810846447944641;2,10221878660377E-6;0;0;5
2,15692148231028E-6;3,78516662458139E-15;0,177624329924583;0,884839236736298;0,890149176120758;0,177624329924583;0,840849816799164;-0,837513029575348;0,840849816799164;-0,837513029575348;2,15692148231028E-6;0;0;5
2,21949039769242E-6;3,11556336285435E-15;0,182590961456299;0,976608753204346;0,981787085533142;0,182590961456299;0,861157655715942;-0,868131399154663;0,861157655715942;-0,868131399154663;2,21949039769242E-6;0;0;5
2,28198427976167E-6;2,44249065417534E-15;0,186448574066162;1,06599771976471;1,07104790210724;0,186448574066162;0,885265529155731;-0,898801743984222;0,885265529155731;-0,898801743984222;2,28198427976167E-6;0;0;5
2,37502990785288E-6;4,05057931640584E-15;0,190685659646988;1,19501185417175;1,1998770236969;0,190685659646988;0,925519824028015;-0,944567322731018;0,925519824028015;-0,944567322731018;2,37502990785288E-6;0;0;5
2,44790180659038E-6;5,52509427098613E-15;0,193043082952499;1,29274034500122;1,29746544361114;0,193043082952499;0,959260642528534;-0,980463624000549;0,959260642528534;-0,980463624000549;2,44790180659038E-6;0;0;5
2,53835719377093E-6;5,69683189510783E-15;0,195160105824471;1,41014766693115;1,41470432281494;0,195160105824471;1,00245332717896;-1,02505457401276;1,00245332717896;-1,02505457401276;2,53835719377093E-6;0;0;5
2,58557975030271E-6;6,12357387019813E-15;0,195987373590469;1,4697642326355;1,47423541545868;0,195987373590469;1,02534902095795;-1,04834258556366;1,02534902095795;-1,04834258556366;2,58557975030271E-6;0;0;5
2,61996751760307E-6;6,4627123097516E-15;0,196497827768326;1,51247179508209;1,51688170433044;0,196497827768326;1,04210650920868;-1,06530344486237;1,04210650920868;-1,06530344486237;2,61996751760307E-6;0;0;5
2,65379048869363E-6;6,80532019625702E-15;0,196935772895813;1,55390703678131;1,55825757980347;0,196935772895813;1,05863833427429;-1,08198702335358;1,05863833427429;-1,08198702335358;2,65379048869363E-6;0;0;5
2,692876250876E-6;6,88511747615195E-15;0,197373434901237;1,60109508037567;1,60537791252136;0,197373434901237;1,07778823375702;-1,10126793384552;1,07778823375702;-1,10126793384552;2,692876250876E-6;0;0;5
2,76890796158114E-6;7,04644675941779E-15;0,198054701089859;1,69080090522766;1,69495511054993;0,198054701089859;1,1151328086853;-1,13877689838409;1,1151328086853;-1,13877689838409;2,76890796158114E-6;0;0;5
2,86155659523502E-6;8,10983225019157E-15;0,198648616671562;1,79648172855377;1,80048441886902;0,198648616671562;1,16074061393738;-1,18448638916016;1,16074061393738;-1,18448638916016;2,86155659523502E-6;0;0;5
2,91960191134422E-6;8,227793446558E-15;0,198920220136642;1,86071419715881;1,86462473869324;0,198920220136642;1,18934643268585;-1,21312487125397;1,18934643268585;-1,21312487125397;2,91960191134422E-6;0;0;5
2,96657003673317E-6;8,59728954694106E-15;0,19909779727459;1,91160440444946;1,91544198989868;0,19909779727459;1,21250247955322;-1,23629832267761;1,21250247955322;-1,23629832267761;2,96657003673317E-6;0;0;5
3,01288741866301E-6;9,48199851968923E-15;0,199242994189262;1,96085953712463;1,96462643146515;0,199242994189262;1,23534333705902;-1,25915086269379;1,23534333705902;-1,25915086269379;3,01288741866301E-6;0;0;5
3,07063260152063E-6;9,75435010541759E-15;0,199390202760696;2,02100014686584;2,02468085289001;0,199390202760696;1,26382422447205;-1,28764176368713;1,26382422447205;-1,28764176368713;3,07063260152063E-6;0;0;5
3,15047259391577E-6;1,08368175544271E-14;0,199545368552208;2,10189461708069;2,10545945167542;0,199545368552208;1,30320835113525;-1,32703423500061;1,30320835113525;-1,32703423500061;3,15047259391577E-6;0;0;5
3,20910885420744E-6;1,21361254379337E-14;0,199630975723267;2,15967488288879;2,16315650939941;0,199630975723267;1,33213520050049;-1,35596489906311;1,33213520050049;-1,35596489906311;3,20910885420744E-6;0;0;5
3,28019518747169E-6;1,2264494975156E-14;0,1997110247612;2,22792649269104;2,23131036758423;0,1997110247612;1,36720550060272;-1,39103817939758;1,36720550060272;-1,39103817939758;3,28019518747169E-6;0;0;5
3,34883725372492E-6;1,29011384908395E-14;0,199769139289856;2,29200983047485;2,29530191421509;0,199769139289856;1,40107083320618;-1,42490553855896;1,40107083320618;-1,42490553855896;3,34883725372492E-6;0;0;5
3,40038832291611E-6;1,35499250708548E-14;0,199803128838539;2,33898949623108;2,34221410751343;0,199803128838539;1,4265044927597;-1,45034027099609;1,4265044927597;-1,45034027099609;3,40038832291611E-6;0;0;5
3,44157274412282E-6;1,37390099297363E-14;0,199825569987297;2,37582945823669;2,37900114059448;0,199825569987297;1,44682347774506;-1,47066009044647;1,44682347774506;-1,47066009044647;3,44157274412282E-6;0;0;5
3,48264256899711E-6;1,3241144292131E-14;0,199844479560852;2,41196584701538;2,4150857925415;0,199844479560852;1,46708607673645;-1,4909234046936;1,46708607673645;-1,4909234046936;3,48264256899711E-6;0;0;5
3,52366214428912E-6;1,26201132877313E-14;0,199860468506813;2,44746875762939;2,45053791999817;0,199860468506813;1,48732388019562;-1,51116192340851;1,48732388019562;-1,51116192340851;3,52366214428912E-6;0;0;5
3,58020110979851E-6;1,27692995066653E-14;0,199878573417664;2,49545741081238;2,49845767021179;0,199878573417664;1,51521861553192;-1,53905737400055;1,51521861553192;-1,53905737400055;3,58020110979851E-6;0;0;5
3,67022971659026E-6;1,32029803756595E-14;0,199900165200233;2,56966495513916;2,5725588798523;0,199900165200233;1,55963587760925;-1,58347606658936;1,55963587760925;-1,58347606658936;3,67022971659026E-6;0;0;5
